nr;name;teacher;teachingAssistant
14071;undergraduateCourse7;14061;140742
14081;undergraduateCourse8;14002;
14091;undergraduateCourse9;14012;140492
14101;undergraduateCourse10;14012;
14111;undergraduateCourse11;14022;141072
14121;undergraduateCourse12;14032;
14131;undergraduateCourse13;14042;
14141;undergraduateCourse14;14042;
14151;undergraduateCourse15;14052;140702
14161;undergraduateCourse16;14052;
14171;undergraduateCourse17;14062;140952
14181;undergraduateCourse18;14062;
14191;undergraduateCourse19;14072;
14201;undergraduateCourse20;14082;
14211;undergraduateCourse21;14082;
14221;undergraduateCourse22;14092;
14231;undergraduateCourse23;14102;140922
14241;undergraduateCourse24;14102;
14251;undergraduateCourse25;14112;140122
14261;undergraduateCourse26;14112;141052
14271;undergraduateCourse27;14003;140322
14281;undergraduateCourse28;14003;
14291;undergraduateCourse29;14013;140102
14301;undergraduateCourse30;14023;
14311;undergraduateCourse31;14023;
14321;undergraduateCourse32;14033;140142
14331;undergraduateCourse33;14033;
14341;undergraduateCourse34;14043;
14351;undergraduateCourse35;14043;140212
14361;undergraduateCourse36;14053;141032
14371;undergraduateCourse37;14053;
14381;undergraduateCourse38;14063;140362
14391;undergraduateCourse39;14063;
14401;undergraduateCourse40;14073;140192
14411;undergraduateCourse41;14073;
14421;undergraduateCourse42;14004;
14431;undergraduateCourse43;14004;
14441;undergraduateCourse44;14014;
14451;undergraduateCourse45;14024;
14461;undergraduateCourse46;14034;140832
14471;undergraduateCourse47;14034;
14481;undergraduateCourse48;14044;
14491;undergraduateCourse49;14054;140452
14501;undergraduateCourse50;14054;
100001;undergraduateCourse0;100001;
100011;undergraduateCourse1;100011;
100021;undergraduateCourse2;100021;
100031;undergraduateCourse3;100021;
100041;undergraduateCourse4;100031;
100051;undergraduateCourse5;100031;1001122
100061;undergraduateCourse6;100041;1000212
100071;undergraduateCourse7;100051;1000002
100081;undergraduateCourse8;100061;1000742
100091;undergraduateCourse9;100002;
100101;undergraduateCourse10;100012;
100111;undergraduateCourse11;100022;1000072
100121;undergraduateCourse12;100022;1000902
100131;undergraduateCourse13;100032;1001172
100141;undergraduateCourse14;100042;
100151;undergraduateCourse15;100042;
100161;undergraduateCourse16;100052;1000942
100171;undergraduateCourse17;100052;1000412
100181;undergraduateCourse18;100062;
100191;undergraduateCourse19;100062;
100201;undergraduateCourse20;100072;
100211;undergraduateCourse21;100082;1000842
100221;undergraduateCourse22;100092;
100231;undergraduateCourse23;100092;1000262
100241;undergraduateCourse24;100102;1000862
100251;undergraduateCourse25;100102;1000912
100261;undergraduateCourse26;100112;
100271;undergraduateCourse27;100003;1000812
100281;undergraduateCourse28;100013;
100291;undergraduateCourse29;100023;
100301;undergraduateCourse30;100033;
100311;undergraduateCourse31;100033;
100321;undergraduateCourse32;100043;
100331;undergraduateCourse33;100043;1000482
100341;undergraduateCourse34;100053;
100351;undergraduateCourse35;100053;
100361;undergraduateCourse36;100063;
100371;undergraduateCourse37;100063;1000022
100381;undergraduateCourse38;100073;1000102
100391;undergraduateCourse39;100083;
100401;undergraduateCourse40;100083;1000712
100411;undergraduateCourse41;100004;
100421;undergraduateCourse42;100004;
100431;undergraduateCourse43;100014;1001032
100441;undergraduateCourse44;100024;1000532
100451;undergraduateCourse45;100034;1001042
100461;undergraduateCourse46;100044;
100471;undergraduateCourse47;100054;1000362
100481;undergraduateCourse48;100054;1001012
100491;undergraduateCourse49;100064;1000512
101001;undergraduateCourse0;101001;1010682
101011;undergraduateCourse1;101001;
101021;undergraduateCourse2;101011;1010562
101031;undergraduateCourse3;101011;1010222
101041;undergraduateCourse4;101021;1010232
101051;undergraduateCourse5;101021;1011052
101061;undergraduateCourse6;101031;
101071;undergraduateCourse7;101031;
101081;undergraduateCourse8;101041;1010792
101091;undergraduateCourse9;101051;
101101;undergraduateCourse10;101051;1010042
101111;undergraduateCourse11;101061;
101121;undergraduateCourse12;101071;
101131;undergraduateCourse13;101071;1011032
101141;undergraduateCourse14;101002;1011012
101151;undergraduateCourse15;101012;
101161;undergraduateCourse16;101022;1010782
101171;undergraduateCourse17;101032;
101181;undergraduateCourse18;101042;
101191;undergraduateCourse19;101052;1010382
101201;undergraduateCourse20;101062;1010132
101211;undergraduateCourse21;101062;
101221;undergraduateCourse22;101072;
101231;undergraduateCourse23;101072;1010302
101241;undergraduateCourse24;101082;1010882
101251;undergraduateCourse25;101082;1010252
101261;undergraduateCourse26;101092;1010152
101271;undergraduateCourse27;101092;
101281;undergraduateCourse28;101102;
101291;undergraduateCourse29;101102;1010142
101301;undergraduateCourse30;101112;1010612
101311;undergraduateCourse31;101122;
101321;undergraduateCourse32;101132;1010422
101331;undergraduateCourse33;101132;1010312
101341;undergraduateCourse34;101003;1010842
101351;undergraduateCourse35;101013;
101361;undergraduateCourse36;101013;1010082
101371;undergraduateCourse37;101023;1010822
101381;undergraduateCourse38;101023;
101391;undergraduateCourse39;101033;
101401;undergraduateCourse40;101033;
101411;undergraduateCourse41;101043;1010192
101421;undergraduateCourse42;101053;1010572
101431;undergraduateCourse43;101063;
101441;undergraduateCourse44;101063;
101451;undergraduateCourse45;101073;1010922
101461;undergraduateCourse46;101083;
101471;undergraduateCourse47;101093;
101481;undergraduateCourse48;101004;
101491;undergraduateCourse49;101004;
101501;undergraduateCourse50;101014;
101511;undergraduateCourse51;101014;
101521;undergraduateCourse52;101024;1010982
101531;undergraduateCourse53;101034;
101541;undergraduateCourse54;101044;
102001;undergraduateCourse0;102001;
102011;undergraduateCourse1;102001;
102021;undergraduateCourse2;102011;
102031;undergraduateCourse3;102021;
102041;undergraduateCourse4;102021;1020622
102051;undergraduateCourse5;102031;1020942
102061;undergraduateCourse6;102031;
102071;undergraduateCourse7;102041;1020812
102081;undergraduateCourse8;102051;
102091;undergraduateCourse9;102061;
102101;undergraduateCourse10;102071;1020612
102111;undergraduateCourse11;102081;
102121;undergraduateCourse12;102002;1021012
102131;undergraduateCourse13;102002;1020742
102141;undergraduateCourse14;102012;1021052
102151;undergraduateCourse15;102012;
102161;undergraduateCourse16;102022;1020522
102171;undergraduateCourse17;102032;1020882
102181;undergraduateCourse18;102042;
102191;undergraduateCourse19;102042;1020042
102201;undergraduateCourse20;102052;1020202
102211;undergraduateCourse21;102062;1020842
102221;undergraduateCourse22;102072;
102231;undergraduateCourse23;102072;1020962
102241;undergraduateCourse24;102082;
102251;undergraduateCourse25;102092;1020852
102261;undergraduateCourse26;102102;
102271;undergraduateCourse27;102102;1020032
102281;undergraduateCourse28;102112;
102291;undergraduateCourse29;102112;
102301;undergraduateCourse30;102003;1020972
102311;undergraduateCourse31;102013;
102321;undergraduateCourse32;102013;1020502
102331;undergraduateCourse33;102023;
102341;undergraduateCourse34;102023;
102351;undergraduateCourse35;102033;
102361;undergraduateCourse36;102033;
102371;undergraduateCourse37;102043;
102381;undergraduateCourse38;102043;
102391;undergraduateCourse39;102053;1020072
102401;undergraduateCourse40;102053;
102411;undergraduateCourse41;102063;
102421;undergraduateCourse42;102073;1020152
102431;undergraduateCourse43;102004;1021022
102441;undergraduateCourse44;102014;
102451;undergraduateCourse45;102014;
102461;undergraduateCourse46;102024;1020352
102471;undergraduateCourse47;102024;1020702
102481;undergraduateCourse48;102034;
102491;undergraduateCourse49;102034;
102501;undergraduateCourse50;102044;
102511;undergraduateCourse51;102054;1020462
102521;undergraduateCourse52;102064;1020492
103001;undergraduateCourse0;103001;1030222
103011;undergraduateCourse1;103001;1031082
103021;undergraduateCourse2;103011;
103031;undergraduateCourse3;103021;1030832
103041;undergraduateCourse4;103031;1030732
103051;undergraduateCourse5;103031;
103061;undergraduateCourse6;103041;1030982
103071;undergraduateCourse7;103041;
103081;undergraduateCourse8;103051;1030972
103091;undergraduateCourse9;103051;
103101;undergraduateCourse10;103061;1030562
103111;undergraduateCourse11;103071;
103121;undergraduateCourse12;103071;1030372
103131;undergraduateCourse13;103081;1030922
103141;undergraduateCourse14;103002;
103151;undergraduateCourse15;103012;
103161;undergraduateCourse16;103022;1030622
103171;undergraduateCourse17;103022;1031302
103181;undergraduateCourse18;103032;1030262
103191;undergraduateCourse19;103042;
103201;undergraduateCourse20;103042;
103211;undergraduateCourse21;103052;1031282
103221;undergraduateCourse22;103062;
103231;undergraduateCourse23;103062;
103241;undergraduateCourse24;103072;1030422
103251;undergraduateCourse25;103082;
103261;undergraduateCourse26;103082;
103271;undergraduateCourse27;103092;
103281;undergraduateCourse28;103092;
103291;undergraduateCourse29;103102;
103301;undergraduateCourse30;103102;
103311;undergraduateCourse31;103112;1030872
103321;undergraduateCourse32;103122;1030762
103331;undergraduateCourse33;103132;1030292
103341;undergraduateCourse34;103003;
103351;undergraduateCourse35;103013;
103361;undergraduateCourse36;103023;
103371;undergraduateCourse37;103023;
103381;undergraduateCourse38;103033;
103391;undergraduateCourse39;103043;1030772
103401;undergraduateCourse40;103053;
103411;undergraduateCourse41;103053;1031102
103421;undergraduateCourse42;103063;1031152
103431;undergraduateCourse43;103073;1031272
103441;undergraduateCourse44;103073;1030362
103451;undergraduateCourse45;103083;1030122
103461;undergraduateCourse46;103093;
103471;undergraduateCourse47;103093;
103481;undergraduateCourse48;103103;1030252
103491;undergraduateCourse49;103004;1030512
103501;undergraduateCourse50;103014;
103511;undergraduateCourse51;103024;
103521;undergraduateCourse52;103024;1031312
103531;undergraduateCourse53;103034;
103541;undergraduateCourse54;103044;
103551;undergraduateCourse55;103054;
103561;undergraduateCourse56;103064;
103571;undergraduateCourse57;103064;1031062
104001;undergraduateCourse0;104001;1041062
104011;undergraduateCourse1;104001;
104021;undergraduateCourse2;104011;
104031;undergraduateCourse3;104011;
104041;undergraduateCourse4;104021;1040712
104051;undergraduateCourse5;104031;
104061;undergraduateCourse6;104031;1041022
104071;undergraduateCourse7;104041;1040082
104081;undergraduateCourse8;104051;1040922
104091;undergraduateCourse9;104051;1041082
104101;undergraduateCourse10;104061;1040422
104111;undergraduateCourse11;104061;1040412
104121;undergraduateCourse12;104002;
104131;undergraduateCourse13;104012;
104141;undergraduateCourse14;104022;1040962
104151;undergraduateCourse15;104022;1040272
104161;undergraduateCourse16;104032;1040892
104171;undergraduateCourse17;104032;
104181;undergraduateCourse18;104042;
104191;undergraduateCourse19;104052;
104201;undergraduateCourse20;104062;1041142
104211;undergraduateCourse21;104062;
104221;undergraduateCourse22;104072;
104231;undergraduateCourse23;104072;
104241;undergraduateCourse24;104082;1040752
104251;undergraduateCourse25;104082;1041272
104261;undergraduateCourse26;104092;
104271;undergraduateCourse27;104102;
104281;undergraduateCourse28;104102;
104291;undergraduateCourse29;104112;1040002
104301;undergraduateCourse30;104122;
104311;undergraduateCourse31;104122;
104321;undergraduateCourse32;104132;
104331;undergraduateCourse33;104132;1040662
104341;undergraduateCourse34;104003;
104351;undergraduateCourse35;104003;
104361;undergraduateCourse36;104013;1040052
104371;undergraduateCourse37;104023;
104381;undergraduateCourse38;104033;
104391;undergraduateCourse39;104043;
104401;undergraduateCourse40;104053;1040852
104411;undergraduateCourse41;104053;
104421;undergraduateCourse42;104063;
104431;undergraduateCourse43;104073;1040382
104441;undergraduateCourse44;104083;
104451;undergraduateCourse45;104083;1040622
104461;undergraduateCourse46;104093;1040522
104471;undergraduateCourse47;104004;1040472
104481;undergraduateCourse48;104004;1040322
104491;undergraduateCourse49;104014;1040992
104501;undergraduateCourse50;104014;1040742
104511;undergraduateCourse51;104024;1040782
104521;undergraduateCourse52;104024;
104531;undergraduateCourse53;104034;
104541;undergraduateCourse54;104034;
104551;undergraduateCourse55;104044;
104561;undergraduateCourse56;104044;1040372
104571;undergraduateCourse57;104054;
104581;undergraduateCourse58;104064;1040552
104591;undergraduateCourse59;104064;
105001;undergraduateCourse0;105001;1050272
105011;undergraduateCourse1;105011;
105021;undergraduateCourse2;105011;
105031;undergraduateCourse3;105021;1051152
105041;undergraduateCourse4;105021;1050892
105051;undergraduateCourse5;105031;
105061;undergraduateCourse6;105031;
105071;undergraduateCourse7;105041;
105081;undergraduateCourse8;105041;
105091;undergraduateCourse9;105051;
105101;undergraduateCourse10;105061;1050282
105111;undergraduateCourse11;105071;
105121;undergraduateCourse12;105071;1050782
105131;undergraduateCourse13;105081;1051392
105141;undergraduateCourse14;105081;
105151;undergraduateCourse15;105002;1050232
105161;undergraduateCourse16;105002;1050592
105171;undergraduateCourse17;105012;1051062
105181;undergraduateCourse18;105012;1050412
105191;undergraduateCourse19;105022;1050392
105201;undergraduateCourse20;105032;
105211;undergraduateCourse21;105032;
105221;undergraduateCourse22;105042;1050652
105231;undergraduateCourse23;105042;1050172
105241;undergraduateCourse24;105052;
105251;undergraduateCourse25;105062;1051332
105261;undergraduateCourse26;105072;
105271;undergraduateCourse27;105082;
105281;undergraduateCourse28;105082;
105291;undergraduateCourse29;105092;1051012
105301;undergraduateCourse30;105092;1050022
105311;undergraduateCourse31;105102;
105321;undergraduateCourse32;105102;
105331;undergraduateCourse33;105112;
105341;undergraduateCourse34;105003;1050252
105351;undergraduateCourse35;105013;
105361;undergraduateCourse36;105013;1050332
105371;undergraduateCourse37;105023;1050382
105381;undergraduateCourse38;105033;1051412
105391;undergraduateCourse39;105033;1050992
105401;undergraduateCourse40;105043;
105411;undergraduateCourse41;105043;1050852
105421;undergraduateCourse42;105053;
105431;undergraduateCourse43;105053;1050542
105441;undergraduateCourse44;105063;
105451;undergraduateCourse45;105063;
105461;undergraduateCourse46;105073;1051252
105471;undergraduateCourse47;105073;1050522
105481;undergraduateCourse48;105083;
105491;undergraduateCourse49;105093;1050742
105501;undergraduateCourse50;105004;1051162
105511;undergraduateCourse51;105014;1050562
105521;undergraduateCourse52;105014;
105531;undergraduateCourse53;105024;
105541;undergraduateCourse54;105024;
105551;undergraduateCourse55;105034;1050792
105561;undergraduateCourse56;105044;
105571;undergraduateCourse57;105054;1050712
105581;undergraduateCourse58;105054;1050942
105591;undergraduateCourse59;105064;
106001;undergraduateCourse0;106001;1060332
106011;undergraduateCourse1;106011;
106021;undergraduateCourse2;106011;
106031;undergraduateCourse3;106021;
106041;undergraduateCourse4;106021;1060572
106051;undergraduateCourse5;106031;
106061;undergraduateCourse6;106031;1061342
106071;undergraduateCourse7;106041;
106081;undergraduateCourse8;106041;
106091;undergraduateCourse9;106051;1060292
106101;undergraduateCourse10;106051;
106111;undergraduateCourse11;106061;
106121;undergraduateCourse12;106061;
106131;undergraduateCourse13;106071;1061182
106141;undergraduateCourse14;106071;1060462
106151;undergraduateCourse15;106081;
106161;undergraduateCourse16;106081;1060652
106171;undergraduateCourse17;106091;1060712
106181;undergraduateCourse18;106002;
106191;undergraduateCourse19;106002;
106201;undergraduateCourse20;106012;
106211;undergraduateCourse21;106012;
106221;undergraduateCourse22;106022;1060932
106231;undergraduateCourse23;106032;
106241;undergraduateCourse24;106042;
106251;undergraduateCourse25;106052;
106261;undergraduateCourse26;106052;
106271;undergraduateCourse27;106062;
106281;undergraduateCourse28;106062;
106291;undergraduateCourse29;106072;1060922
106301;undergraduateCourse30;106072;1061292
106311;undergraduateCourse31;106082;
106321;undergraduateCourse32;106082;
106331;undergraduateCourse33;106092;
106341;undergraduateCourse34;106092;1060902
106351;undergraduateCourse35;106102;
106361;undergraduateCourse36;106003;
106371;undergraduateCourse37;106003;
106381;undergraduateCourse38;106013;1060532
106391;undergraduateCourse39;106013;
106401;undergraduateCourse40;106023;1060472
106411;undergraduateCourse41;106023;1060822
106421;undergraduateCourse42;106033;1061022
106431;undergraduateCourse43;106043;1060952
106441;undergraduateCourse44;106053;1060672
106451;undergraduateCourse45;106053;
106461;undergraduateCourse46;106063;
106471;undergraduateCourse47;106073;
106481;undergraduateCourse48;106083;1061102
106491;undergraduateCourse49;106093;1060862
106501;undergraduateCourse50;106093;
106511;undergraduateCourse51;106103;
106521;undergraduateCourse52;106004;1060592
106531;undergraduateCourse53;106014;1060702
106541;undergraduateCourse54;106024;1060212
106551;undergraduateCourse55;106024;1061332
106561;undergraduateCourse56;106034;1060972
106571;undergraduateCourse57;106034;1061192
106581;undergraduateCourse58;106044;
106591;undergraduateCourse59;106054;1060022
106601;undergraduateCourse60;106054;
106611;undergraduateCourse61;106064;
106621;undergraduateCourse62;106064;1060322
107001;undergraduateCourse0;107001;1070612
107011;undergraduateCourse1;107001;1070522
107021;undergraduateCourse2;107011;
107031;undergraduateCourse3;107021;1070702
107041;undergraduateCourse4;107031;1070002
107051;undergraduateCourse5;107041;1070432
107061;undergraduateCourse6;107041;
107071;undergraduateCourse7;107051;1071372
107081;undergraduateCourse8;107051;1071062
107091;undergraduateCourse9;107061;1070442
107101;undergraduateCourse10;107071;1071192
107111;undergraduateCourse11;107071;
107121;undergraduateCourse12;107081;1071012
107131;undergraduateCourse13;107081;
107141;undergraduateCourse14;107091;1070802
107151;undergraduateCourse15;107002;1070762
107161;undergraduateCourse16;107002;
107171;undergraduateCourse17;107012;1071212
107181;undergraduateCourse18;107012;
107191;undergraduateCourse19;107022;1070982
107201;undergraduateCourse20;107022;1070452
107211;undergraduateCourse21;107032;1070822
107221;undergraduateCourse22;107032;
107231;undergraduateCourse23;107042;
107241;undergraduateCourse24;107052;
107251;undergraduateCourse25;107062;1070742
107261;undergraduateCourse26;107062;1070642
107271;undergraduateCourse27;107072;1071032
107281;undergraduateCourse28;107072;
107291;undergraduateCourse29;107082;1070302
107301;undergraduateCourse30;107082;1070322
107311;undergraduateCourse31;107092;
107321;undergraduateCourse32;107092;
107331;undergraduateCourse33;107102;
107341;undergraduateCourse34;107112;
107351;undergraduateCourse35;107112;1071412
107361;undergraduateCourse36;107003;
107371;undergraduateCourse37;107003;1070042
107381;undergraduateCourse38;107013;
107391;undergraduateCourse39;107013;1070122
107401;undergraduateCourse40;107023;
107411;undergraduateCourse41;107033;1070412
107421;undergraduateCourse42;107033;1070232
107431;undergraduateCourse43;107043;
107441;undergraduateCourse44;107053;
107451;undergraduateCourse45;107053;1070202
107461;undergraduateCourse46;107063;1070132
107471;undergraduateCourse47;107073;
107481;undergraduateCourse48;107083;1071282
107491;undergraduateCourse49;107093;
107501;undergraduateCourse50;107093;1071142
107511;undergraduateCourse51;107103;1071202
107521;undergraduateCourse52;107103;
107531;undergraduateCourse53;107004;1071462
107541;undergraduateCourse54;107014;1070032
107551;undergraduateCourse55;107024;1070572
107561;undergraduateCourse56;107024;1070172
107571;undergraduateCourse57;107034;1071502
107581;undergraduateCourse58;107034;
107591;undergraduateCourse59;107044;
107601;undergraduateCourse60;107054;1070682
107611;undergraduateCourse61;107054;1071292
107621;undergraduateCourse62;107064;1071302
108001;undergraduateCourse0;108001;
108011;undergraduateCourse1;108001;
108021;undergraduateCourse2;108011;1080332
108031;undergraduateCourse3;108011;
108041;undergraduateCourse4;108021;1080552
108051;undergraduateCourse5;108031;
108061;undergraduateCourse6;108031;1081122
108071;undergraduateCourse7;108041;1080852
108081;undergraduateCourse8;108051;
108091;undergraduateCourse9;108051;
108101;undergraduateCourse10;108061;1080532
108111;undergraduateCourse11;108061;
108121;undergraduateCourse12;108071;1080972
108131;undergraduateCourse13;108071;
108141;undergraduateCourse14;108002;
108151;undergraduateCourse15;108012;
108161;undergraduateCourse16;108012;
108171;undergraduateCourse17;108022;1080862
108181;undergraduateCourse18;108032;1080512
108191;undergraduateCourse19;108042;
108201;undergraduateCourse20;108042;
108211;undergraduateCourse21;108052;1080592
108221;undergraduateCourse22;108062;1080842
108231;undergraduateCourse23;108072;
108241;undergraduateCourse24;108082;
108251;undergraduateCourse25;108092;
108261;undergraduateCourse26;108003;1080052
108271;undergraduateCourse27;108013;1080652
108281;undergraduateCourse28;108013;
108291;undergraduateCourse29;108023;1080942
108301;undergraduateCourse30;108033;1080622
108311;undergraduateCourse31;108043;
108321;undergraduateCourse32;108053;
108331;undergraduateCourse33;108063;1081022
108341;undergraduateCourse34;108073;1080792
108351;undergraduateCourse35;108083;
108361;undergraduateCourse36;108093;1080222
108371;undergraduateCourse37;108004;
108381;undergraduateCourse38;108004;
108391;undergraduateCourse39;108014;1080882
108401;undergraduateCourse40;108024;1080492
108411;undergraduateCourse41;108024;1080092
108421;undergraduateCourse42;108034;
108431;undergraduateCourse43;108044;
108441;undergraduateCourse44;108054;1080712
108451;undergraduateCourse45;108054;1080982
108461;undergraduateCourse46;108064;1080442
109001;undergraduateCourse0;109001;1090722
109011;undergraduateCourse1;109001;1090162
109021;undergraduateCourse2;109011;1090672
109031;undergraduateCourse3;109021;1090152
109041;undergraduateCourse4;109021;
109051;undergraduateCourse5;109031;
109061;undergraduateCourse6;109041;1090302
109071;undergraduateCourse7;109051;1090362
109081;undergraduateCourse8;109061;1090422
109091;undergraduateCourse9;109071;1090112
109101;undergraduateCourse10;109081;1090972
109111;undergraduateCourse11;109002;1090432
109121;undergraduateCourse12;109002;1090082
109131;undergraduateCourse13;109012;
109141;undergraduateCourse14;109012;1090662
109151;undergraduateCourse15;109022;1091152
109161;undergraduateCourse16;109032;
109171;undergraduateCourse17;109042;1091392
109181;undergraduateCourse18;109052;
109191;undergraduateCourse19;109062;1090012
109201;undergraduateCourse20;109072;
109211;undergraduateCourse21;109072;
109221;undergraduateCourse22;109082;
109231;undergraduateCourse23;109082;1091092
109241;undergraduateCourse24;109092;
109251;undergraduateCourse25;109102;
109261;undergraduateCourse26;109112;1091102
109271;undergraduateCourse27;109003;1090052
109281;undergraduateCourse28;109013;1090352
109291;undergraduateCourse29;109023;1091372
109301;undergraduateCourse30;109023;
109311;undergraduateCourse31;109033;1090102
109321;undergraduateCourse32;109033;1090412
109331;undergraduateCourse33;109043;1090172
109341;undergraduateCourse34;109053;
109351;undergraduateCourse35;109053;1090942
109361;undergraduateCourse36;109063;
109371;undergraduateCourse37;109073;1091302
109381;undergraduateCourse38;109083;
109391;undergraduateCourse39;109004;1090752
109401;undergraduateCourse40;109014;1090522
109411;undergraduateCourse41;109014;1091402
109421;undergraduateCourse42;109024;
109431;undergraduateCourse43;109034;1090982
109441;undergraduateCourse44;109044;
109451;undergraduateCourse45;109054;1091012
109461;undergraduateCourse46;109054;1090092
110001;undergraduateCourse0;110001;1101142
110011;undergraduateCourse1;110001;
110021;undergraduateCourse2;110011;
110031;undergraduateCourse3;110021;1100272
110041;undergraduateCourse4;110021;
110051;undergraduateCourse5;110031;1100582
110061;undergraduateCourse6;110031;1100482
110071;undergraduateCourse7;110041;
110081;undergraduateCourse8;110041;1100932
110091;undergraduateCourse9;110051;1100052
110101;undergraduateCourse10;110051;
110111;undergraduateCourse11;110061;1100562
110121;undergraduateCourse12;110061;
110131;undergraduateCourse13;110071;1100442
110141;undergraduateCourse14;110081;1100312
110151;undergraduateCourse15;110081;1100112
110161;undergraduateCourse16;110091;
110171;undergraduateCourse17;110091;1100842
110181;undergraduateCourse18;110002;1100972
110191;undergraduateCourse19;110002;1100542
110201;undergraduateCourse20;110012;1101262
110211;undergraduateCourse21;110022;1101102
110221;undergraduateCourse22;110022;1100002
110231;undergraduateCourse23;110032;
110241;undergraduateCourse24;110032;
110251;undergraduateCourse25;110042;
110261;undergraduateCourse26;110042;1101172
110271;undergraduateCourse27;110052;
110281;undergraduateCourse28;110062;1100492
110291;undergraduateCourse29;110062;
110301;undergraduateCourse30;110072;1100452
110311;undergraduateCourse31;110082;
110321;undergraduateCourse32;110092;1100742
110331;undergraduateCourse33;110092;
110341;undergraduateCourse34;110102;
110351;undergraduateCourse35;110112;1101012
110361;undergraduateCourse36;110003;1100642
110371;undergraduateCourse37;110013;1100422
110381;undergraduateCourse38;110023;1100432
110391;undergraduateCourse39;110033;1100352
110401;undergraduateCourse40;110033;
110411;undergraduateCourse41;110043;
110421;undergraduateCourse42;110043;1101322
110431;undergraduateCourse43;110053;
110441;undergraduateCourse44;110053;
110451;undergraduateCourse45;110063;
110461;undergraduateCourse46;110073;1101002
110471;undergraduateCourse47;110073;1100262
110481;undergraduateCourse48;110083;
110491;undergraduateCourse49;110093;
110501;undergraduateCourse50;110103;1101092
110511;undergraduateCourse51;110103;
110521;undergraduateCourse52;110004;1101362
110531;undergraduateCourse53;110014;
110541;undergraduateCourse54;110024;
110551;undergraduateCourse55;110034;1100772
110561;undergraduateCourse56;110034;1100762
110571;undergraduateCourse57;110044;
110581;undergraduateCourse58;110044;1101032
111001;undergraduateCourse0;111001;
111011;undergraduateCourse1;111011;
111021;undergraduateCourse2;111011;
111031;undergraduateCourse3;111021;1110372
111041;undergraduateCourse4;111031;1110482
111051;undergraduateCourse5;111041;1110232
111061;undergraduateCourse6;111041;1110032
111071;undergraduateCourse7;111051;
111081;undergraduateCourse8;111061;
111091;undergraduateCourse9;111061;
111101;undergraduateCourse10;111002;
111111;undergraduateCourse11;111002;1110012
111121;undergraduateCourse12;111012;1110142
111131;undergraduateCourse13;111022;1110942
111141;undergraduateCourse14;111032;
111151;undergraduateCourse15;111032;
111161;undergraduateCourse16;111042;1110002
111171;undergraduateCourse17;111042;1110452
111181;undergraduateCourse18;111052;1110022
111191;undergraduateCourse19;111062;
111201;undergraduateCourse20;111062;
111211;undergraduateCourse21;111072;1110262
111221;undergraduateCourse22;111082;1110782
111231;undergraduateCourse23;111092;
111241;undergraduateCourse24;111092;
111251;undergraduateCourse25;111003;1110402
111261;undergraduateCourse26;111003;1110312
111271;undergraduateCourse27;111013;
111281;undergraduateCourse28;111013;1110822
111291;undergraduateCourse29;111023;
111301;undergraduateCourse30;111023;1110082
111311;undergraduateCourse31;111033;1110472
111321;undergraduateCourse32;111033;
111331;undergraduateCourse33;111043;
111341;undergraduateCourse34;111043;
111351;undergraduateCourse35;111053;
111361;undergraduateCourse36;111053;1110632
111371;undergraduateCourse37;111063;1110442
111381;undergraduateCourse38;111073;1110122
111391;undergraduateCourse39;111073;
111401;undergraduateCourse40;111004;1110092
111411;undergraduateCourse41;111004;1111052
111421;undergraduateCourse42;111014;1110212
111431;undergraduateCourse43;111014;
111441;undergraduateCourse44;111024;
111451;undergraduateCourse45;111034;
111461;undergraduateCourse46;111044;1111002
112001;undergraduateCourse0;112001;
112011;undergraduateCourse1;112001;
112021;undergraduateCourse2;112011;1121132
112031;undergraduateCourse3;112011;1120822
112041;undergraduateCourse4;112021;
112051;undergraduateCourse5;112021;
112061;undergraduateCourse6;112031;
112071;undergraduateCourse7;112041;
112081;undergraduateCourse8;112051;
112091;undergraduateCourse9;112051;
112101;undergraduateCourse10;112061;1121402
112111;undergraduateCourse11;112071;1120372
112121;undergraduateCourse12;112081;
112131;undergraduateCourse13;112081;
112141;undergraduateCourse14;112091;1120102
112151;undergraduateCourse15;112091;1120012
112161;undergraduateCourse16;112002;1120002
112171;undergraduateCourse17;112012;1121202
112181;undergraduateCourse18;112012;
112191;undergraduateCourse19;112022;1120292
112201;undergraduateCourse20;112032;
112211;undergraduateCourse21;112042;
112221;undergraduateCourse22;112052;
112231;undergraduateCourse23;112062;
112241;undergraduateCourse24;112062;1120932
112251;undergraduateCourse25;112072;
112261;undergraduateCourse26;112082;
112271;undergraduateCourse27;112082;
112281;undergraduateCourse28;112092;
112291;undergraduateCourse29;112092;
112301;undergraduateCourse30;112102;1120912
112311;undergraduateCourse31;112112;1120042
112321;undergraduateCourse32;112112;
112331;undergraduateCourse33;112122;1121212
112341;undergraduateCourse34;112122;
112351;undergraduateCourse35;112003;1120862
112361;undergraduateCourse36;112003;
112371;undergraduateCourse37;112013;1121002
112381;undergraduateCourse38;112013;1120592
112391;undergraduateCourse39;112023;1120382
112401;undergraduateCourse40;112023;1120162
112411;undergraduateCourse41;112033;1120122
112421;undergraduateCourse42;112043;
112431;undergraduateCourse43;112043;1120622
112441;undergraduateCourse44;112053;
112451;undergraduateCourse45;112063;1120772
112461;undergraduateCourse46;112073;
112471;undergraduateCourse47;112073;1120552
112481;undergraduateCourse48;112083;
112491;undergraduateCourse49;112083;
