"nr";"name";"teacher";"teachingAssistant"
13011;"undergraduateCourse1";13001;130802
13021;"undergraduateCourse2";13011;130682
13031;"undergraduateCourse3";13011;0
13041;"undergraduateCourse4";13021;0
13051;"undergraduateCourse5";13031;130992
13061;"undergraduateCourse6";13041;130162
13071;"undergraduateCourse7";13041;131222
13081;"undergraduateCourse8";13051;130382
13091;"undergraduateCourse9";13051;0
13101;"undergraduateCourse10";13061;130102
13111;"undergraduateCourse11";13061;0
13121;"undergraduateCourse12";13071;0
13131;"undergraduateCourse13";13071;130112
13141;"undergraduateCourse14";13002;0
13151;"undergraduateCourse15";13012;0
13161;"undergraduateCourse16";13012;131322
13171;"undergraduateCourse17";13022;131052
13181;"undergraduateCourse18";13032;130742
13191;"undergraduateCourse19";13042;130522
13201;"undergraduateCourse20";13042;0
13211;"undergraduateCourse21";13052;130422
13221;"undergraduateCourse22";13052;0
13231;"undergraduateCourse23";13062;0
13241;"undergraduateCourse24";13072;131122
13251;"undergraduateCourse25";13082;0
13261;"undergraduateCourse26";13092;131162
13271;"undergraduateCourse27";13102;130872
13281;"undergraduateCourse28";13112;130042
13291;"undergraduateCourse29";13122;0
13301;"undergraduateCourse30";13122;130912
13311;"undergraduateCourse31";13132;130812
13321;"undergraduateCourse32";13132;130302
13331;"undergraduateCourse33";13003;0
13341;"undergraduateCourse34";13003;130642
13351;"undergraduateCourse35";13013;130732
13361;"undergraduateCourse36";13023;131392
13371;"undergraduateCourse37";13033;130182
13381;"undergraduateCourse38";13043;0
13391;"undergraduateCourse39";13053;0
13401;"undergraduateCourse40";13063;130262
13411;"undergraduateCourse41";13063;130052
13421;"undergraduateCourse42";13073;131182
13431;"undergraduateCourse43";13083;130582
13441;"undergraduateCourse44";13093;0
13451;"undergraduateCourse45";13093;0
13461;"undergraduateCourse46";13103;130232
13471;"undergraduateCourse47";13004;0
13481;"undergraduateCourse48";13014;0
13491;"undergraduateCourse49";13014;0
13501;"undergraduateCourse50";13024;0
13511;"undergraduateCourse51";13024;0
13521;"undergraduateCourse52";13034;0
13531;"undergraduateCourse53";13034;130072
13541;"undergraduateCourse54";13044;0
14001;"undergraduateCourse0";14001;140862
14011;"undergraduateCourse1";14011;140812
14021;"undergraduateCourse2";14021;0
14031;"undergraduateCourse3";14031;140002
14041;"undergraduateCourse4";14041;0
14051;"undergraduateCourse5";14051;140352
14061;"undergraduateCourse6";14051;140872
14071;"undergraduateCourse7";14061;140742
14081;"undergraduateCourse8";14002;0
14091;"undergraduateCourse9";14012;140492
14101;"undergraduateCourse10";14012;0
14111;"undergraduateCourse11";14022;141072
14121;"undergraduateCourse12";14032;0
14131;"undergraduateCourse13";14042;0
14141;"undergraduateCourse14";14042;0
14151;"undergraduateCourse15";14052;140702
14161;"undergraduateCourse16";14052;0
14171;"undergraduateCourse17";14062;140952
14181;"undergraduateCourse18";14062;0
14191;"undergraduateCourse19";14072;0
14201;"undergraduateCourse20";14082;0
14211;"undergraduateCourse21";14082;0
14221;"undergraduateCourse22";14092;0
14231;"undergraduateCourse23";14102;140922
14241;"undergraduateCourse24";14102;0
14251;"undergraduateCourse25";14112;140122
14261;"undergraduateCourse26";14112;141052
14271;"undergraduateCourse27";14003;140322
14281;"undergraduateCourse28";14003;0
14291;"undergraduateCourse29";14013;140102
14301;"undergraduateCourse30";14023;0
14311;"undergraduateCourse31";14023;0
14321;"undergraduateCourse32";14033;140142
14331;"undergraduateCourse33";14033;0
14341;"undergraduateCourse34";14043;0
14351;"undergraduateCourse35";14043;140212
14361;"undergraduateCourse36";14053;141032
14371;"undergraduateCourse37";14053;0
14381;"undergraduateCourse38";14063;140362
14391;"undergraduateCourse39";14063;0
14401;"undergraduateCourse40";14073;140192
14411;"undergraduateCourse41";14073;0
14421;"undergraduateCourse42";14004;0
14431;"undergraduateCourse43";14004;0
14441;"undergraduateCourse44";14014;0
14451;"undergraduateCourse45";14024;0
14461;"undergraduateCourse46";14034;140832
14471;"undergraduateCourse47";14034;0
14481;"undergraduateCourse48";14044;0
14491;"undergraduateCourse49";14054;140452
14501;"undergraduateCourse50";14054;0
100001;"undergraduateCourse0";100001;0
100011;"undergraduateCourse1";100011;0
100021;"undergraduateCourse2";100021;0
100031;"undergraduateCourse3";100021;0
100041;"undergraduateCourse4";100031;0
100051;"undergraduateCourse5";100031;1001122
100061;"undergraduateCourse6";100041;1000212
100071;"undergraduateCourse7";100051;1000002
100081;"undergraduateCourse8";100061;1000742
100091;"undergraduateCourse9";100002;0
100101;"undergraduateCourse10";100012;0
100111;"undergraduateCourse11";100022;1000072
100121;"undergraduateCourse12";100022;1000902
100131;"undergraduateCourse13";100032;1001172
100141;"undergraduateCourse14";100042;0
100151;"undergraduateCourse15";100042;0
100161;"undergraduateCourse16";100052;1000942
100171;"undergraduateCourse17";100052;1000412
100181;"undergraduateCourse18";100062;0
100191;"undergraduateCourse19";100062;0
100201;"undergraduateCourse20";100072;0
100211;"undergraduateCourse21";100082;1000842
100221;"undergraduateCourse22";100092;0
100231;"undergraduateCourse23";100092;1000262
100241;"undergraduateCourse24";100102;1000862
100251;"undergraduateCourse25";100102;1000912
100261;"undergraduateCourse26";100112;0
100271;"undergraduateCourse27";100003;1000812
100281;"undergraduateCourse28";100013;0
100291;"undergraduateCourse29";100023;0
100301;"undergraduateCourse30";100033;0
100311;"undergraduateCourse31";100033;0
100321;"undergraduateCourse32";100043;0
100331;"undergraduateCourse33";100043;1000482
100341;"undergraduateCourse34";100053;0
100351;"undergraduateCourse35";100053;0
100361;"undergraduateCourse36";100063;0
100371;"undergraduateCourse37";100063;1000022
100381;"undergraduateCourse38";100073;1000102
100391;"undergraduateCourse39";100083;0
100401;"undergraduateCourse40";100083;1000712
100411;"undergraduateCourse41";100004;0
100421;"undergraduateCourse42";100004;0
100431;"undergraduateCourse43";100014;1001032
100441;"undergraduateCourse44";100024;1000532
100451;"undergraduateCourse45";100034;1001042
100461;"undergraduateCourse46";100044;0
100471;"undergraduateCourse47";100054;1000362
100481;"undergraduateCourse48";100054;1001012
100491;"undergraduateCourse49";100064;1000512
101001;"undergraduateCourse0";101001;1010682
101011;"undergraduateCourse1";101001;0
101021;"undergraduateCourse2";101011;1010562
101031;"undergraduateCourse3";101011;1010222
101041;"undergraduateCourse4";101021;1010232
101051;"undergraduateCourse5";101021;1011052
101061;"undergraduateCourse6";101031;0
101071;"undergraduateCourse7";101031;0
101081;"undergraduateCourse8";101041;1010792
101091;"undergraduateCourse9";101051;0
101101;"undergraduateCourse10";101051;1010042
101111;"undergraduateCourse11";101061;0
101121;"undergraduateCourse12";101071;0
101131;"undergraduateCourse13";101071;1011032
101141;"undergraduateCourse14";101002;1011012
101151;"undergraduateCourse15";101012;0
101161;"undergraduateCourse16";101022;1010782
101171;"undergraduateCourse17";101032;0
101181;"undergraduateCourse18";101042;0
101191;"undergraduateCourse19";101052;1010382
101201;"undergraduateCourse20";101062;1010132
101211;"undergraduateCourse21";101062;0
101221;"undergraduateCourse22";101072;0
101231;"undergraduateCourse23";101072;1010302
101241;"undergraduateCourse24";101082;1010882
101251;"undergraduateCourse25";101082;1010252
101261;"undergraduateCourse26";101092;1010152
101271;"undergraduateCourse27";101092;0
101281;"undergraduateCourse28";101102;0
101291;"undergraduateCourse29";101102;1010142
101301;"undergraduateCourse30";101112;1010612
101311;"undergraduateCourse31";101122;0
101321;"undergraduateCourse32";101132;1010422
101331;"undergraduateCourse33";101132;1010312
101341;"undergraduateCourse34";101003;1010842
101351;"undergraduateCourse35";101013;0
101361;"undergraduateCourse36";101013;1010082
101371;"undergraduateCourse37";101023;1010822
101381;"undergraduateCourse38";101023;0
101391;"undergraduateCourse39";101033;0
101401;"undergraduateCourse40";101033;0
101411;"undergraduateCourse41";101043;1010192
101421;"undergraduateCourse42";101053;1010572
101431;"undergraduateCourse43";101063;0
101441;"undergraduateCourse44";101063;0
101451;"undergraduateCourse45";101073;1010922
101461;"undergraduateCourse46";101083;0
101471;"undergraduateCourse47";101093;0
101481;"undergraduateCourse48";101004;0
101491;"undergraduateCourse49";101004;0
101501;"undergraduateCourse50";101014;0
101511;"undergraduateCourse51";101014;0
101521;"undergraduateCourse52";101024;1010982
101531;"undergraduateCourse53";101034;0
101541;"undergraduateCourse54";101044;0
102001;"undergraduateCourse0";102001;0
102011;"undergraduateCourse1";102001;0
102021;"undergraduateCourse2";102011;0
102031;"undergraduateCourse3";102021;0
102041;"undergraduateCourse4";102021;1020622
102051;"undergraduateCourse5";102031;1020942
102061;"undergraduateCourse6";102031;0
102071;"undergraduateCourse7";102041;1020812
102081;"undergraduateCourse8";102051;0
102091;"undergraduateCourse9";102061;0
102101;"undergraduateCourse10";102071;1020612
102111;"undergraduateCourse11";102081;0
102121;"undergraduateCourse12";102002;1021012
102131;"undergraduateCourse13";102002;1020742
102141;"undergraduateCourse14";102012;1021052
102151;"undergraduateCourse15";102012;0
102161;"undergraduateCourse16";102022;1020522
102171;"undergraduateCourse17";102032;1020882
102181;"undergraduateCourse18";102042;0
102191;"undergraduateCourse19";102042;1020042
102201;"undergraduateCourse20";102052;1020202
102211;"undergraduateCourse21";102062;1020842
102221;"undergraduateCourse22";102072;0
102231;"undergraduateCourse23";102072;1020962
102241;"undergraduateCourse24";102082;0
102251;"undergraduateCourse25";102092;1020852
102261;"undergraduateCourse26";102102;0
102271;"undergraduateCourse27";102102;1020032
102281;"undergraduateCourse28";102112;0
102291;"undergraduateCourse29";102112;0
102301;"undergraduateCourse30";102003;1020972
102311;"undergraduateCourse31";102013;0
102321;"undergraduateCourse32";102013;1020502
102331;"undergraduateCourse33";102023;0
102341;"undergraduateCourse34";102023;0
102351;"undergraduateCourse35";102033;0
102361;"undergraduateCourse36";102033;0
102371;"undergraduateCourse37";102043;0
102381;"undergraduateCourse38";102043;0
102391;"undergraduateCourse39";102053;1020072
102401;"undergraduateCourse40";102053;0
102411;"undergraduateCourse41";102063;0
102421;"undergraduateCourse42";102073;1020152
102431;"undergraduateCourse43";102004;1021022
102441;"undergraduateCourse44";102014;0
102451;"undergraduateCourse45";102014;0
102461;"undergraduateCourse46";102024;1020352
102471;"undergraduateCourse47";102024;1020702
102481;"undergraduateCourse48";102034;0
102491;"undergraduateCourse49";102034;0
102501;"undergraduateCourse50";102044;0
102511;"undergraduateCourse51";102054;1020462
102521;"undergraduateCourse52";102064;1020492
103001;"undergraduateCourse0";103001;1030222
103011;"undergraduateCourse1";103001;1031082
103021;"undergraduateCourse2";103011;0
103031;"undergraduateCourse3";103021;1030832
103041;"undergraduateCourse4";103031;1030732
103051;"undergraduateCourse5";103031;0
103061;"undergraduateCourse6";103041;1030982
103071;"undergraduateCourse7";103041;0
103081;"undergraduateCourse8";103051;1030972
103091;"undergraduateCourse9";103051;0
103101;"undergraduateCourse10";103061;1030562
103111;"undergraduateCourse11";103071;0
103121;"undergraduateCourse12";103071;1030372
103131;"undergraduateCourse13";103081;1030922
103141;"undergraduateCourse14";103002;0
103151;"undergraduateCourse15";103012;0
103161;"undergraduateCourse16";103022;1030622
103171;"undergraduateCourse17";103022;1031302
103181;"undergraduateCourse18";103032;1030262
103191;"undergraduateCourse19";103042;0
103201;"undergraduateCourse20";103042;0
103211;"undergraduateCourse21";103052;1031282
103221;"undergraduateCourse22";103062;0
103231;"undergraduateCourse23";103062;0
103241;"undergraduateCourse24";103072;1030422
103251;"undergraduateCourse25";103082;0
103261;"undergraduateCourse26";103082;0
103271;"undergraduateCourse27";103092;0
103281;"undergraduateCourse28";103092;0
103291;"undergraduateCourse29";103102;0
103301;"undergraduateCourse30";103102;0
103311;"undergraduateCourse31";103112;1030872
103321;"undergraduateCourse32";103122;1030762
103331;"undergraduateCourse33";103132;1030292
103341;"undergraduateCourse34";103003;0
103351;"undergraduateCourse35";103013;0
103361;"undergraduateCourse36";103023;0
103371;"undergraduateCourse37";103023;0
103381;"undergraduateCourse38";103033;0
103391;"undergraduateCourse39";103043;1030772
103401;"undergraduateCourse40";103053;0
103411;"undergraduateCourse41";103053;1031102
103421;"undergraduateCourse42";103063;1031152
103431;"undergraduateCourse43";103073;1031272
103441;"undergraduateCourse44";103073;1030362
103451;"undergraduateCourse45";103083;1030122
103461;"undergraduateCourse46";103093;0
103471;"undergraduateCourse47";103093;0
103481;"undergraduateCourse48";103103;1030252
103491;"undergraduateCourse49";103004;1030512
103501;"undergraduateCourse50";103014;0
103511;"undergraduateCourse51";103024;0
103521;"undergraduateCourse52";103024;1031312
103531;"undergraduateCourse53";103034;0
103541;"undergraduateCourse54";103044;0
103551;"undergraduateCourse55";103054;0
103561;"undergraduateCourse56";103064;0
103571;"undergraduateCourse57";103064;1031062
104001;"undergraduateCourse0";104001;1041062
104011;"undergraduateCourse1";104001;0
104021;"undergraduateCourse2";104011;0
104031;"undergraduateCourse3";104011;0
104041;"undergraduateCourse4";104021;1040712
104051;"undergraduateCourse5";104031;0
104061;"undergraduateCourse6";104031;1041022
104071;"undergraduateCourse7";104041;1040082
104081;"undergraduateCourse8";104051;1040922
104091;"undergraduateCourse9";104051;1041082
104101;"undergraduateCourse10";104061;1040422
104111;"undergraduateCourse11";104061;1040412
104121;"undergraduateCourse12";104002;0
104131;"undergraduateCourse13";104012;0
104141;"undergraduateCourse14";104022;1040962
104151;"undergraduateCourse15";104022;1040272
104161;"undergraduateCourse16";104032;1040892
104171;"undergraduateCourse17";104032;0
104181;"undergraduateCourse18";104042;0
104191;"undergraduateCourse19";104052;0
104201;"undergraduateCourse20";104062;1041142
104211;"undergraduateCourse21";104062;0
104221;"undergraduateCourse22";104072;0
104231;"undergraduateCourse23";104072;0
104241;"undergraduateCourse24";104082;1040752
104251;"undergraduateCourse25";104082;1041272
104261;"undergraduateCourse26";104092;0
104271;"undergraduateCourse27";104102;0
104281;"undergraduateCourse28";104102;0
104291;"undergraduateCourse29";104112;1040002
104301;"undergraduateCourse30";104122;0
104311;"undergraduateCourse31";104122;0
104321;"undergraduateCourse32";104132;0
104331;"undergraduateCourse33";104132;1040662
104341;"undergraduateCourse34";104003;0
104351;"undergraduateCourse35";104003;0
104361;"undergraduateCourse36";104013;1040052
104371;"undergraduateCourse37";104023;0
104381;"undergraduateCourse38";104033;0
104391;"undergraduateCourse39";104043;0
104401;"undergraduateCourse40";104053;1040852
104411;"undergraduateCourse41";104053;0
104421;"undergraduateCourse42";104063;0
104431;"undergraduateCourse43";104073;1040382
104441;"undergraduateCourse44";104083;0
104451;"undergraduateCourse45";104083;1040622
104461;"undergraduateCourse46";104093;1040522
104471;"undergraduateCourse47";104004;1040472
104481;"undergraduateCourse48";104004;1040322
104491;"undergraduateCourse49";104014;1040992
104501;"undergraduateCourse50";104014;1040742
104511;"undergraduateCourse51";104024;1040782
104521;"undergraduateCourse52";104024;0
104531;"undergraduateCourse53";104034;0
104541;"undergraduateCourse54";104034;0
104551;"undergraduateCourse55";104044;0
104561;"undergraduateCourse56";104044;1040372
104571;"undergraduateCourse57";104054;0
104581;"undergraduateCourse58";104064;1040552
104591;"undergraduateCourse59";104064;0
105001;"undergraduateCourse0";105001;1050272
105011;"undergraduateCourse1";105011;0
105021;"undergraduateCourse2";105011;0
105031;"undergraduateCourse3";105021;1051152
105041;"undergraduateCourse4";105021;1050892
105051;"undergraduateCourse5";105031;0
105061;"undergraduateCourse6";105031;0
105071;"undergraduateCourse7";105041;0
105081;"undergraduateCourse8";105041;0
105091;"undergraduateCourse9";105051;0
105101;"undergraduateCourse10";105061;1050282
105111;"undergraduateCourse11";105071;0
105121;"undergraduateCourse12";105071;1050782
105131;"undergraduateCourse13";105081;1051392
105141;"undergraduateCourse14";105081;0
105151;"undergraduateCourse15";105002;1050232
105161;"undergraduateCourse16";105002;1050592
105171;"undergraduateCourse17";105012;1051062
105181;"undergraduateCourse18";105012;1050412
105191;"undergraduateCourse19";105022;1050392
105201;"undergraduateCourse20";105032;0
105211;"undergraduateCourse21";105032;0
105221;"undergraduateCourse22";105042;1050652
105231;"undergraduateCourse23";105042;1050172
105241;"undergraduateCourse24";105052;0
105251;"undergraduateCourse25";105062;1051332
105261;"undergraduateCourse26";105072;0
105271;"undergraduateCourse27";105082;0
105281;"undergraduateCourse28";105082;0
105291;"undergraduateCourse29";105092;1051012
105301;"undergraduateCourse30";105092;1050022
105311;"undergraduateCourse31";105102;0
105321;"undergraduateCourse32";105102;0
105331;"undergraduateCourse33";105112;0
105341;"undergraduateCourse34";105003;1050252
105351;"undergraduateCourse35";105013;0
105361;"undergraduateCourse36";105013;1050332
105371;"undergraduateCourse37";105023;1050382
105381;"undergraduateCourse38";105033;1051412
105391;"undergraduateCourse39";105033;1050992
105401;"undergraduateCourse40";105043;0
105411;"undergraduateCourse41";105043;1050852
105421;"undergraduateCourse42";105053;0
105431;"undergraduateCourse43";105053;1050542
105441;"undergraduateCourse44";105063;0
105451;"undergraduateCourse45";105063;0
105461;"undergraduateCourse46";105073;1051252
105471;"undergraduateCourse47";105073;1050522
105481;"undergraduateCourse48";105083;0
105491;"undergraduateCourse49";105093;1050742
105501;"undergraduateCourse50";105004;1051162
105511;"undergraduateCourse51";105014;1050562
105521;"undergraduateCourse52";105014;0
105531;"undergraduateCourse53";105024;0
105541;"undergraduateCourse54";105024;0
105551;"undergraduateCourse55";105034;1050792
105561;"undergraduateCourse56";105044;0
105571;"undergraduateCourse57";105054;1050712
105581;"undergraduateCourse58";105054;1050942
105591;"undergraduateCourse59";105064;0
106001;"undergraduateCourse0";106001;1060332
106011;"undergraduateCourse1";106011;0
106021;"undergraduateCourse2";106011;0
106031;"undergraduateCourse3";106021;0
106041;"undergraduateCourse4";106021;1060572
106051;"undergraduateCourse5";106031;0
106061;"undergraduateCourse6";106031;1061342
106071;"undergraduateCourse7";106041;0
106081;"undergraduateCourse8";106041;0
106091;"undergraduateCourse9";106051;1060292
106101;"undergraduateCourse10";106051;0
106111;"undergraduateCourse11";106061;0
106121;"undergraduateCourse12";106061;0
106131;"undergraduateCourse13";106071;1061182
106141;"undergraduateCourse14";106071;1060462
106151;"undergraduateCourse15";106081;0
106161;"undergraduateCourse16";106081;1060652
106171;"undergraduateCourse17";106091;1060712
106181;"undergraduateCourse18";106002;0
106191;"undergraduateCourse19";106002;0
106201;"undergraduateCourse20";106012;0
106211;"undergraduateCourse21";106012;0
106221;"undergraduateCourse22";106022;1060932
106231;"undergraduateCourse23";106032;0
106241;"undergraduateCourse24";106042;0
106251;"undergraduateCourse25";106052;0
106261;"undergraduateCourse26";106052;0
106271;"undergraduateCourse27";106062;0
106281;"undergraduateCourse28";106062;0
106291;"undergraduateCourse29";106072;1060922
106301;"undergraduateCourse30";106072;1061292
106311;"undergraduateCourse31";106082;0
106321;"undergraduateCourse32";106082;0
106331;"undergraduateCourse33";106092;0
106341;"undergraduateCourse34";106092;1060902
106351;"undergraduateCourse35";106102;0
106361;"undergraduateCourse36";106003;0
106371;"undergraduateCourse37";106003;0
106381;"undergraduateCourse38";106013;1060532
106391;"undergraduateCourse39";106013;0
106401;"undergraduateCourse40";106023;1060472
106411;"undergraduateCourse41";106023;1060822
106421;"undergraduateCourse42";106033;1061022
106431;"undergraduateCourse43";106043;1060952
106441;"undergraduateCourse44";106053;1060672
106451;"undergraduateCourse45";106053;0
106461;"undergraduateCourse46";106063;0
106471;"undergraduateCourse47";106073;0
106481;"undergraduateCourse48";106083;1061102
106491;"undergraduateCourse49";106093;1060862
106501;"undergraduateCourse50";106093;0
106511;"undergraduateCourse51";106103;0
106521;"undergraduateCourse52";106004;1060592
106531;"undergraduateCourse53";106014;1060702
106541;"undergraduateCourse54";106024;1060212
106551;"undergraduateCourse55";106024;1061332
106561;"undergraduateCourse56";106034;1060972
106571;"undergraduateCourse57";106034;1061192
106581;"undergraduateCourse58";106044;0
106591;"undergraduateCourse59";106054;1060022
106601;"undergraduateCourse60";106054;0
106611;"undergraduateCourse61";106064;0
106621;"undergraduateCourse62";106064;1060322
107001;"undergraduateCourse0";107001;1070612
107011;"undergraduateCourse1";107001;1070522
107021;"undergraduateCourse2";107011;0
107031;"undergraduateCourse3";107021;1070702
107041;"undergraduateCourse4";107031;1070002
107051;"undergraduateCourse5";107041;1070432
107061;"undergraduateCourse6";107041;0
107071;"undergraduateCourse7";107051;1071372
107081;"undergraduateCourse8";107051;1071062
107091;"undergraduateCourse9";107061;1070442
107101;"undergraduateCourse10";107071;1071192
107111;"undergraduateCourse11";107071;0
107121;"undergraduateCourse12";107081;1071012
107131;"undergraduateCourse13";107081;0
107141;"undergraduateCourse14";107091;1070802
107151;"undergraduateCourse15";107002;1070762
107161;"undergraduateCourse16";107002;0
107171;"undergraduateCourse17";107012;1071212
107181;"undergraduateCourse18";107012;0
107191;"undergraduateCourse19";107022;1070982
107201;"undergraduateCourse20";107022;1070452
107211;"undergraduateCourse21";107032;1070822
107221;"undergraduateCourse22";107032;0
107231;"undergraduateCourse23";107042;0
107241;"undergraduateCourse24";107052;0
107251;"undergraduateCourse25";107062;1070742
107261;"undergraduateCourse26";107062;1070642
107271;"undergraduateCourse27";107072;1071032
107281;"undergraduateCourse28";107072;0
107291;"undergraduateCourse29";107082;1070302
107301;"undergraduateCourse30";107082;1070322
107311;"undergraduateCourse31";107092;0
107321;"undergraduateCourse32";107092;0
107331;"undergraduateCourse33";107102;0
107341;"undergraduateCourse34";107112;0
107351;"undergraduateCourse35";107112;1071412
107361;"undergraduateCourse36";107003;0
107371;"undergraduateCourse37";107003;1070042
107381;"undergraduateCourse38";107013;0
107391;"undergraduateCourse39";107013;1070122
107401;"undergraduateCourse40";107023;0
107411;"undergraduateCourse41";107033;1070412
107421;"undergraduateCourse42";107033;1070232
107431;"undergraduateCourse43";107043;0
107441;"undergraduateCourse44";107053;0
107451;"undergraduateCourse45";107053;1070202
107461;"undergraduateCourse46";107063;1070132
107471;"undergraduateCourse47";107073;0
107481;"undergraduateCourse48";107083;1071282
107491;"undergraduateCourse49";107093;0
107501;"undergraduateCourse50";107093;1071142
107511;"undergraduateCourse51";107103;1071202
107521;"undergraduateCourse52";107103;0
107531;"undergraduateCourse53";107004;1071462
107541;"undergraduateCourse54";107014;1070032
107551;"undergraduateCourse55";107024;1070572
107561;"undergraduateCourse56";107024;1070172
107571;"undergraduateCourse57";107034;1071502
107581;"undergraduateCourse58";107034;0
107591;"undergraduateCourse59";107044;0
107601;"undergraduateCourse60";107054;1070682
107611;"undergraduateCourse61";107054;1071292
107621;"undergraduateCourse62";107064;1071302
108001;"undergraduateCourse0";108001;0
108011;"undergraduateCourse1";108001;0
108021;"undergraduateCourse2";108011;1080332
108031;"undergraduateCourse3";108011;0
108041;"undergraduateCourse4";108021;1080552
108051;"undergraduateCourse5";108031;0
108061;"undergraduateCourse6";108031;1081122
108071;"undergraduateCourse7";108041;1080852
108081;"undergraduateCourse8";108051;0
108091;"undergraduateCourse9";108051;0
108101;"undergraduateCourse10";108061;1080532
108111;"undergraduateCourse11";108061;0
108121;"undergraduateCourse12";108071;1080972
108131;"undergraduateCourse13";108071;0
108141;"undergraduateCourse14";108002;0
108151;"undergraduateCourse15";108012;0
108161;"undergraduateCourse16";108012;0
108171;"undergraduateCourse17";108022;1080862
108181;"undergraduateCourse18";108032;1080512
108191;"undergraduateCourse19";108042;0
108201;"undergraduateCourse20";108042;0
108211;"undergraduateCourse21";108052;1080592
108221;"undergraduateCourse22";108062;1080842
108231;"undergraduateCourse23";108072;0
108241;"undergraduateCourse24";108082;0
108251;"undergraduateCourse25";108092;0
108261;"undergraduateCourse26";108003;1080052
108271;"undergraduateCourse27";108013;1080652
108281;"undergraduateCourse28";108013;0
108291;"undergraduateCourse29";108023;1080942
108301;"undergraduateCourse30";108033;1080622
108311;"undergraduateCourse31";108043;0
108321;"undergraduateCourse32";108053;0
108331;"undergraduateCourse33";108063;1081022
108341;"undergraduateCourse34";108073;1080792
108351;"undergraduateCourse35";108083;0
108361;"undergraduateCourse36";108093;1080222
108371;"undergraduateCourse37";108004;0
108381;"undergraduateCourse38";108004;0
108391;"undergraduateCourse39";108014;1080882
108401;"undergraduateCourse40";108024;1080492
108411;"undergraduateCourse41";108024;1080092
108421;"undergraduateCourse42";108034;0
108431;"undergraduateCourse43";108044;0
108441;"undergraduateCourse44";108054;1080712
108451;"undergraduateCourse45";108054;1080982
108461;"undergraduateCourse46";108064;1080442
109001;"undergraduateCourse0";109001;1090722
109011;"undergraduateCourse1";109001;1090162
109021;"undergraduateCourse2";109011;1090672
109031;"undergraduateCourse3";109021;1090152
109041;"undergraduateCourse4";109021;0
109051;"undergraduateCourse5";109031;0
109061;"undergraduateCourse6";109041;1090302
109071;"undergraduateCourse7";109051;1090362
109081;"undergraduateCourse8";109061;1090422
109091;"undergraduateCourse9";109071;1090112
109101;"undergraduateCourse10";109081;1090972
109111;"undergraduateCourse11";109002;1090432
109121;"undergraduateCourse12";109002;1090082
109131;"undergraduateCourse13";109012;0
109141;"undergraduateCourse14";109012;1090662
109151;"undergraduateCourse15";109022;1091152
109161;"undergraduateCourse16";109032;0
109171;"undergraduateCourse17";109042;1091392
109181;"undergraduateCourse18";109052;0
109191;"undergraduateCourse19";109062;1090012
109201;"undergraduateCourse20";109072;0
109211;"undergraduateCourse21";109072;0
109221;"undergraduateCourse22";109082;0
109231;"undergraduateCourse23";109082;1091092
109241;"undergraduateCourse24";109092;0
109251;"undergraduateCourse25";109102;0
109261;"undergraduateCourse26";109112;1091102
109271;"undergraduateCourse27";109003;1090052
109281;"undergraduateCourse28";109013;1090352
109291;"undergraduateCourse29";109023;1091372
109301;"undergraduateCourse30";109023;0
109311;"undergraduateCourse31";109033;1090102
109321;"undergraduateCourse32";109033;1090412
109331;"undergraduateCourse33";109043;1090172
109341;"undergraduateCourse34";109053;0
109351;"undergraduateCourse35";109053;1090942
109361;"undergraduateCourse36";109063;0
109371;"undergraduateCourse37";109073;1091302
109381;"undergraduateCourse38";109083;0
109391;"undergraduateCourse39";109004;1090752
109401;"undergraduateCourse40";109014;1090522
109411;"undergraduateCourse41";109014;1091402
109421;"undergraduateCourse42";109024;0
109431;"undergraduateCourse43";109034;1090982
109441;"undergraduateCourse44";109044;0
109451;"undergraduateCourse45";109054;1091012
109461;"undergraduateCourse46";109054;1090092
110001;"undergraduateCourse0";110001;1101142
110011;"undergraduateCourse1";110001;0
110021;"undergraduateCourse2";110011;0
110031;"undergraduateCourse3";110021;1100272
110041;"undergraduateCourse4";110021;0
110051;"undergraduateCourse5";110031;1100582
110061;"undergraduateCourse6";110031;1100482
110071;"undergraduateCourse7";110041;0
110081;"undergraduateCourse8";110041;1100932
110091;"undergraduateCourse9";110051;1100052
110101;"undergraduateCourse10";110051;0
110111;"undergraduateCourse11";110061;1100562
110121;"undergraduateCourse12";110061;0
110131;"undergraduateCourse13";110071;1100442
110141;"undergraduateCourse14";110081;1100312
110151;"undergraduateCourse15";110081;1100112
110161;"undergraduateCourse16";110091;0
110171;"undergraduateCourse17";110091;1100842
110181;"undergraduateCourse18";110002;1100972
110191;"undergraduateCourse19";110002;1100542
110201;"undergraduateCourse20";110012;1101262
110211;"undergraduateCourse21";110022;1101102
110221;"undergraduateCourse22";110022;1100002
110231;"undergraduateCourse23";110032;0
110241;"undergraduateCourse24";110032;0
110251;"undergraduateCourse25";110042;0
110261;"undergraduateCourse26";110042;1101172
110271;"undergraduateCourse27";110052;0
110281;"undergraduateCourse28";110062;1100492
110291;"undergraduateCourse29";110062;0
110301;"undergraduateCourse30";110072;1100452
110311;"undergraduateCourse31";110082;0
110321;"undergraduateCourse32";110092;1100742
110331;"undergraduateCourse33";110092;0
110341;"undergraduateCourse34";110102;0
110351;"undergraduateCourse35";110112;1101012
110361;"undergraduateCourse36";110003;1100642
110371;"undergraduateCourse37";110013;1100422
110381;"undergraduateCourse38";110023;1100432
